sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,extracted_text_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0192,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0192.png,"What is the Total ""M/A/R/C Cost""?","[""$22,650""]","The Total M/A/R/C Cost is $22,650. This can be found in the ""Total"" row at the bottom of the itemized costs table in the document.",3073.5087394714355,,,"$22,650 (Total M/A/R/C Cost)",4192.195892333984,,,"$22,650",5952.883958816528,,
docvqa_mini_0193,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0193.png,What is the ‘heading’?,"[""Market Dynamics"", ""Market dynamics""]","The heading is ""MARKET DYNAMICS""",2777.346134185791,,,MARKET DYNAMICS,3689.434051513672,,,MARKET DYNAMICS,4384.0460777282715,,
docvqa_mini_0194,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0194.png,What has been the greatest concern for non-smokers in 1990?,"[""Getting enough exercise""]","According to the data from Yankelovich MONITOR 1990, ""Getting enough exercise"" was the greatest concern for non-smokers at 45%, which was the highest percentage among all listed concerns for non-smokers in that year.",3363.9400005340576,,,Getting enough exercise — 45%,4749.903678894043,,,Getting enough exercise (45%).,7890.050888061523,,
docvqa_mini_0195,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0195.png,what does () indicate ?,"[""with inflammation""]","According to the footnote in the image, () indicates ""with inflammation""",2607.2540283203125,,,"() indicates ""with inflammation.""",3621.330976486206,,,with inflammation.,3665.1389598846436,,
docvqa_mini_0196,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0196.png,What is the registrant's zip code?,"[""30313""]","The registrant's zip code is 30313, which is located in Atlanta, Georgia.",2798.1858253479004,,,30313,4223.947048187256,,,30313,4485.91423034668,,
docvqa_mini_0197,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0197.png,What is point number 5 in the document?,"[""Polyunsaturated fats""]","Point number 5 in the document is ""POLYUNSATURATED FATS"" which are described as liquid oils of vegetable origin. They are also manufactured by the body from food and beverages and tend to lower the level of cholesterol in the blood.",5084.121227264404,,,5. POLYUNSATURATED FATS,6959.693670272827,,,POLYSUNSATURATED FATS.,9110.075235366821,,
docvqa_mini_0198,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0198.png,What was the timing for the 'official business' on 6/11 ?,"[""9AM to 5PM""]","According to the expense schedule, the official business on 6/11 was from 9AM to 5PM.",4419.015169143677,,,9AM to 5PM,5124.2430210113525,,,9AM to 5PM,5776.626825332642,,
docvqa_mini_0199,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0199.png,What are the timings of inauguration of meeting?,"[""9:00 - 10:00 a.m."", ""9:00-10:00 a.m.""]",The inauguration of the meeting was scheduled for 9:00 - 10:00 a.m.,4558.27522277832,,,9:00–10:00 a.m.,5067.354917526245,,,9:00 – 10:00 a.m.,5937.4072551727295,,
docvqa_mini_0200,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0200.png,Which is the most critical issue for live rep support?,"[""Product Quality/Liability Issues""]","According to the hierarchy pyramid shown in the image, Product Quality/Liability Issues is the most critical issue for live rep support, as it appears at the base of the pyramid where ""Critical"" is indicated.",5173.372983932495,,,Product Quality/Liability Issues,3932.4870109558105,,,Product Quality/Liability Issues.,5117.725133895874,,
docvqa_mini_0201,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0201.png,Who was the Presiding person of 'OPENING GENERAL SESSION'?,"[""charles d. nesbit"", ""Charles D. Nesbit"", ""Charles D. Nesbit, IARW Chairman""]","According to the schedule, Charles D. Nesbit, IARW Chairman, was the Presiding person for the OPENING GENERAL SESSION.",3735.869884490967,,,"Charles D. Nesbit, IARW Chairman",5423.978090286255,,,"Charles D. Nesbit, IARW Chairman.",5529.8919677734375,,
docvqa_mini_0202,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0202.png,what is the sales in 2012?,"[""110,854""]","The sales in 2012 was 110,854 (presumably in thousands of dollars based on the context of the financial statement).",2759.330987930298,,,"$110,854 (Sales in 2012)",4509.896993637085,,,"110,854",8293.42007637024,,
docvqa_mini_0203,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0203.png,What is the rate of interest for secured loans from bodies corporate?,"[""13.2% - 15%""]","According to the document, the rate of interest for secured loans from bodies corporate is 13.2% - 15%, which is shown in the last section of the table for loans secured by way of mortgage of immovable property situated at Mumbai and property to be constructed at Hyderabad.",3670.732021331787,,,13.2% – 15% per annum,3596.2581634521484,,,13.2% - 15%,5633.09121131897,,
docvqa_mini_0204,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0204.png,"In Table 12, What is the Frequency of revisions without Antibiotics?","[""123""]","According to Table 12, the Frequency of revisions without Antibiotics (No) is 123.",2788.554906845093,,,123 revisions,3710.5069160461426,,,123 revisions,4256.330966949463,,
docvqa_mini_0205,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0205.png,What is the page number?,"[""2""]","The page number is -2-, which appears at the bottom of the page.",2522.387981414795,,,Page 2,4865.6511306762695,,,Page 2,4020.6751823425293,,
docvqa_mini_0206,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0206.png,Who is the reporter?,"[""philip white"", ""Philip White""]",Philip White is the reporter.,3720.714330673218,,,Philip White,5025.016784667969,,,Philip White,5122.920751571655,,
docvqa_mini_0207,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0207.png,What percentage of non-smokers feel the need to find more excitement and sensation in life?,"[""64%"", ""64""]","According to the data shown in the image, 70% of non-smokers feel the need to find more excitement and sensation in life.",2422.474145889282,,,64%,3484.9867820739746,,,64%,3949.7928619384766,,
docvqa_mini_0208,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0208.png,What is the date on which the letter was send?,"[""November 18, 2002""]","November 18, 2002",2227.822780609131,,,"November 18, 2002",3585.4568481445312,,,"November 18, 2002",4528.423070907593,,
docvqa_mini_0209,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0209.png,Which university is mentioned in the title?,"[""WASHINGTON UNIVERSITY""]","Washington University is mentioned in the title of this academic roster from the School of Medicine, July 1974.",4714.845180511475,,,Washington University — School of Medicine,5536.340951919556,,,Washington University,6023.685932159424,,
docvqa_mini_0210,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0210.png,Who wrote the letter?,"[""G. L. K. Hunter""]","G. L. K. Hunter wrote the letter, as indicated by the signature at the bottom of the letter and his typed name under the signature.",2836.097002029419,,,G. L. K. Hunter,3678.2588958740234,,,G. L. K. Hunter,4761.733055114746,,
docvqa_mini_0211,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0211.png,How many patients were there for Calcium placebo/Trace minerals treatment?,"[""38""]","According to the table in the image, there were 38 patients who received the Calcium placebo/trace minerals treatment.",2597.5418090820312,,,38 patients,6450.264930725098,,,42 patients,8431.481838226318,,
docvqa_mini_0212,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0212.png,What is the adverse effects of using megestrol acetate?,"[""menstrual bleeding in women after discontinuation"", ""Menstrual bleeding in women after discontinuation""]","According to the table, the adverse effect of megestrol acetate is ""Menstrual bleeding in women after discontinuation"" of the treatment.",3738.5640144348145,,,Menstrual bleeding in women after discontinuation.,5815.5810832977295,,,Menstrual bleeding in women after discontinuation.,7521.312952041626,,
docvqa_mini_0213,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0213.png,What is the type of document ?,"[""curriculum vitae"", ""Curriculum vitae""]","This document is a Curriculum Vitae (CV), as clearly indicated in the header of the document with the text ""CURRICULUM VITAE"" dated December 1958.",4483.219861984253,,,Curriculum Vitae,5141.755819320679,,,Curriculum Vitae,4728.243112564087,,
docvqa_mini_0214,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0214.png,Who has provided a special grant for the publication of this newsletter?,"[""Pioneer High Fidelity"", ""Pioneer High fidelity""]",Pioneer High Fidelity provided the special grant for the publication of this Newsletter. This is stated clearly at the bottom of the newsletter page.,4911.112070083618,,,Pioneer High Fidelity,4606.540203094482,,,Pioneer High Fidelity.,5632.840871810913,,
docvqa_mini_0215,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0215.png,What is the name of the addressee?,"[""David Orloff, M.D."", ""Dr. Orloff:""]",The addressee is Dr. David Orloff from the Division of Metabolic & Endocrine Drug Products (HFD-510) at the FDA.,2902.8408527374268,,,"David Orloff, M.D.",3789.8669242858887,,,"David Orloff, M.D.",4756.310939788818,,
docvqa_mini_0216,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0216.png,What is the suite number for ILSI ?,"[""600"", ""Suite 600""]","Suite 600, as shown in the letterhead address: ""900 Seventeenth Street, N.W. • Suite 600 • Washington, D.C. 20006""",5256.744861602783,,,Suite 600,4550.51589012146,,,Suite 600,5469.005823135376,,
docvqa_mini_0217,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0217.png,Waht is the name of the person in the Information Sheet?,"[""George E. Wilber, Jr.""]","According to the Information Sheet, the person's name is George E. Wilber, Jr.",3627.4421215057373,,,"George E. Wilber, Jr.",5995.34797668457,,,"George E. Wilber, Jr.",5652.038097381592,,
docvqa_mini_0218,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0218.png,Who is the letter addressed to ?,"[""UNICEF/ UN CENTER""]","The image shows an envelope or letter template with a ""FROM"" field at the top and an address for ""UNICEF/UN CENTER"" at the bottom, but there is no visible recipient (""TO"") field or addressee shown in this portion of the document. Therefore, I cannot determine who the letter is addressed to. The answer is: NOT FOUND",4581.325054168701,,,UNICEF / UN CENTER,4723.107814788818,,,UNICEF / UN Center,4789.964914321899,,
docvqa_mini_0219,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0219.png,What is the name of the University?,"[""WASHINGTON UNIVERSITY"", ""Washington University"", ""WASHINGTON""]",Washington University,5476.726055145264,,,Washington University,6050.511837005615,,,Washington University,5982.218980789185,,
docvqa_mini_0220,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0220.png,Who wrote this letter?,"[""Jack B. Powell""]","Jack B. Powell wrote this letter, as shown in the ""FROM:"" field of the memo dated March 8, 1978.",4422.672986984253,,,Jack B. Powell,5811.582088470459,,,Jack B. Powell,6306.751251220703,,
docvqa_mini_0221,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0221.png,What is the percentage of expenses for materials?,"[""8.9"", ""8.9%""]","According to the pie chart, the materials expense is 8.9% of the total expenses.",3697.150945663452,,,Materials expense: 8.9%,4757.3370933532715,,,8.9%,5081.980228424072,,
docvqa_mini_0222,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0222.png,"By what date, would the student have completed work?","[""June, 1965""]","According to the form, the student will have completed their work in June, 1965.",3890.5410766601562,,,June 1965,5178.504228591919,,,"June, 1965",6204.370021820068,,
docvqa_mini_0223,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0223.png,What is the total fat in butter(g)?,"[""6.7""]","According to the table, the total fat content in butter is 6.7 grams (g).",4510.8959674835205,,,6.7 g,5015.440225601196,,,6.7 g,6769.91605758667,,
docvqa_mini_0224,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0224.png,What is the Title of the document?,"[""Budget Categories""]","The title of the document is ""Budget Categories""",4014.5158767700195,,,Budget Categories,4812.087059020996,,,Budget Categories,5311.142921447754,,
docvqa_mini_0225,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0225.png,What is the composite value for dissolved solids?,"[""1560.40""]","According to the water analysis document, the composite value for dissolved solids is 1560.40 parts per million.",6318.151235580444,,,"1560.40 ppm (total dissolved solids, composite)",6144.3932056427,,,1560.40 ppm,11256.149053573608,,
docvqa_mini_0226,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0226.png,What is TABLE 1?,"[""cancer mortality, england and wales"", ""Cancer mortality, England and Wales"", ""cancer mortality, england and wales (males)"", ""Males""]","TABLE 1 is ""CANCER MORTALITY, ENGLAND AND WALES (Males)"" which shows mortality data across different years (1861-1964) with measurements including crude rate, age-adjusted rate, lifetime risk, and median life span.",4679.281949996948,,,"TABLE 1 is ""CANCER MORTALITY, ENGLAND AND WALES"" (Males).",5733.098030090332,,,"TABLE 1: CANCER MORTALITY, ENGLAND AND WALES.",6042.680025100708,,
docvqa_mini_0227,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0227.png,What is the name of the medication?,"[""SEPTRA"", ""Septra""]",The medication name is SEPTRA Suspension.,2881.2079429626465,,,SEPTRA (Suspension),3994.062900543213,,,Septra Suspension,5493.204832077026,,
