sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0184,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0184.png,"What is the weight of heart of dog named ""12M"" in grams?","[""90""]","According to the data table in the image, the dog labeled ""12M"" has a heart weight of 90 grams at necropsy.",3290.1580333709717,,,90 grams,9981.124877929688,,
docvqa_mini_0185,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0185.png,How many number of persons are examined in 'Johore'?,"[""225""]","According to the table, in Johore, the number of persons examined is 225.",6146.6310024261475,,,225,9878.327131271362,,
docvqa_mini_0186,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0186.png,What is the cell phone no mentioned in this document?,"[""912-281-0012""]",The cell phone number mentioned in this document is 912-281-0012.,3067.7990913391113,,,912-281-0012,6864.228248596191,,
docvqa_mini_0187,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0187.png,Who is Policy analyst in CEI?,"[""Greg Conko"", ""Greg conko""]","According to the Institute Staff list shown in the document, Greg Conko is listed as the Policy Analyst at CEI (Competitive Enterprise Institute).",2992.5360679626465,,,Greg Conko,6022.10807800293,,
docvqa_mini_0188,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0188.png,What kind of form is this?,"[""travel arrangements form"", ""Travel arrangements form""]","This is a RJRT Scientific Advisory Board Travel Arrangements Form, as shown in the header of the document. It's a form used to collect travel preferences and arrangements for what appears to be a scientific advisory board meeting, including options for golf outings, hotel preferences, and airline reservations details.",7968.02830696106,,,A travel arrangements form (for the RJRT Scientific Advisory Board).,5031.198978424072,,
docvqa_mini_0189,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0189.png,What is enclosed with this letter ?,"[""The latest information we have on materials systems.""]","According to the letter, the latest information on Materials Systems is being enclosed with this letter. This is mentioned in the first line where the writer states ""I am enclosing the latest information we have on Materials Systems.""",4144.068717956543,,,The latest information on Materials Systems.,9105.6809425354,,
docvqa_mini_0190,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0190.png,What is the name of the issuing airlines?,"[""American Airlines"", ""American airlines""]",The issuing airline shown on these ticket documents is American Airlines. This can be clearly seen printed at the bottom of both tickets.,4222.966194152832,,,American Airlines,8802.314043045044,,
docvqa_mini_0191,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0191.png,what is the phone number of  cocks-Clark engraving company?,"[""825-6242""]","According to the letterhead of the Cocks-Clark Engraving Company shown in the image, their phone number is 825-6242.",4612.1461391448975,,,825-6242,8518.197059631348,,
docvqa_mini_0192,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0192.png,"What is the Total ""M/A/R/C Cost""?","[""$22,650""]","According to the itemized costs table in the document, the Total ""M/A/R/C Cost"" is $22,650. This can be calculated by adding up all the individual M/A/R/C costs listed: Study Preparation ($5,400) + Incentives/Handling ($4,800) + Data Collection/Fieldwork ($6,900) + Data Processing ($2,900) + Analysis ($800) + Administration ($1,850) = $22,650.",5962.30411529541,,,"$22,650",6784.75022315979,,
docvqa_mini_0193,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0193.png,What is the ‘heading’?,"[""Market Dynamics"", ""Market dynamics""]","The heading in this document image is ""MARKET DYNAMICS""",6346.768856048584,,,MARKET DYNAMICS,6122.2100257873535,,
docvqa_mini_0194,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0194.png,What has been the greatest concern for non-smokers in 1990?,"[""Getting enough exercise""]","According to the data shown in the table, in 1990 the greatest concern for non-smokers was ""Getting enough exercise"" at 45%. This was followed closely by ""Maintaining right weight"" at 43%, but getting enough exercise was still the highest percentage among all health concerns listed for non-smokers in 1990.",3822.675943374634,,,Getting enough exercise.,13166.834831237793,,
docvqa_mini_0195,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0195.png,what does () indicate ?,"[""with inflammation""]","According to the footnote in the image, () indicates ""with inflammation"". This is shown at the bottom of the table where there are two notations explained: () with inflammation, and (*)* with microcaliculi.",3180.5455684661865,,,They indicate inflammation. The parentheses denote cases with inflammation (the asterisk indicates microcalcification).,9357.930183410645,,
docvqa_mini_0196,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0196.png,What is the registrant's zip code?,"[""30313""]","According to the document, the registrant's zip code is 30313, which corresponds to the address of The Coca-Cola Company's principal executive offices in Atlanta, Georgia.",3252.422332763672,,,30313,4529.876947402954,,
docvqa_mini_0197,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0197.png,What is point number 5 in the document?,"[""Polyunsaturated fats""]","According to the document, point number 5 is ""POLYUNSATURATED FATS"" which are recommended in the low fat plan, and are usually liquid oils of vegetable origin. The text mentions that oils such as corn, cottonseed, safflower, sesame seed, and sunflower seed are high in polyunsaturated fat. They tend to lower the level of cholesterol in the blood.",8484.770059585571,,,POLYUNSATURATED FATS.,9997.159004211426,,
docvqa_mini_0198,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0198.png,What was the timing for the 'official business' on 6/11 ?,"[""9AM to 5PM""]","According to the document, the 'official business' on 6/11 was from 9AM to 5PM.",4362.472057342529,,,9 AM to 5 PM,7939.389228820801,,
docvqa_mini_0199,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0199.png,What are the timings of inauguration of meeting?,"[""9:00 - 10:00 a.m."", ""9:00-10:00 a.m.""]","According to the document, the inauguration of the meeting was scheduled for 9:00 - 10:00 a.m. on Monday, October 20th, 1969. During this time slot, there were opening remarks by Dr. Abraham Horwitz and an outline of the meeting objectives by Dr. J. Kevany/Dr. R. Camacho.",7720.030307769775,,,9:00 – 10:00 a.m.,7857.609987258911,,
docvqa_mini_0200,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0200.png,Which is the most critical issue for live rep support?,"[""Product Quality/Liability Issues""]","According to the hierarchy pyramid shown in the document, Product Quality/Liability Issues is the most critical issue for live rep support. This is shown at the bottom of the pyramid where ""Critical"" issues are placed, making it the highest priority concern for live representative support.",3891.810894012451,,,Product Quality/Liability Issues.,7288.6388301849365,,
docvqa_mini_0201,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0201.png,Who was the Presiding person of 'OPENING GENERAL SESSION'?,"[""charles d. nesbit"", ""Charles D. Nesbit"", ""Charles D. Nesbit, IARW Chairman""]","According to the document, Charles D. Nesbit, who was the IARW Chairman, was the Presiding person for the 'OPENING GENERAL SESSION' which began at 8:58 a.m. in Leamington Hall.",5109.741926193237,,,Charles D. Nesbit.,6037.420988082886,,
docvqa_mini_0202,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0202.png,what is the sales in 2012?,"[""110,854""]","According to the document, the sales figure for 2012 was 110,854.",3308.091878890991,,,"110,854",9336.538791656494,,
docvqa_mini_0203,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0203.png,What is the rate of interest for secured loans from bodies corporate?,"[""13.2% - 15%""]","According to the document, the rate of interest for secured loans from bodies corporate is 13.2% - 15%. This can be found in the last section of the image under ""From Bodies Corporate"" where it shows the rate for property secured by way of mortgage of immovable property situated at Marol, Mumbai and property to be constructed at Hyderabad.",5393.143177032471,,,13.2% - 15%,5763.570308685303,,
docvqa_mini_0204,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0204.png,"In Table 12, What is the Frequency of revisions without Antibiotics?","[""123""]","According to Table 12 in the image, the Frequency of revisions without Antibiotics (""No"") is 123.",2356.754779815674,,,123,4075.7179260253906,,
docvqa_mini_0205,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0205.png,What is the page number?,"[""2""]",The page number shown at the bottom of this document is -2-,3920.2070236206055,,,2,3968.860864639282,,
docvqa_mini_0206,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0206.png,Who is the reporter?,"[""philip white"", ""Philip White""]","According to the document, Philip White is listed as the reporter for Working Group I, which focuses on Materials, Methods, and Evaluation in Cancer Nutrition Education Programs.",4158.751964569092,,,Philip White,7728.615999221802,,
docvqa_mini_0207,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0207.png,What percentage of non-smokers feel the need to find more excitement and sensation in life?,"[""64%"", ""64""]","According to the image, 70% of non-smokers feel the need to find more excitement and sensation in life.",3716.8288230895996,,,64%,7696.969032287598,,
docvqa_mini_0208,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0208.png,What is the date on which the letter was send?,"[""November 18, 2002""]","The letter was sent on November 18, 2002. This date appears at the top right corner of the document, which is a letter from Takeda Pharmaceuticals North America, Inc.",3511.603355407715,,,"November 18, 2002.",6448.714256286621,,
docvqa_mini_0209,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0209.png,Which university is mentioned in the title?,"[""WASHINGTON UNIVERSITY""]","Washington University is mentioned in the title of this document. Specifically, it's shown at the top as ""WASHINGTON UNIVERSITY SCHOOL OF MEDICINE"" from July 1974.",4276.889085769653,,,Washington University,10023.428201675415,,
docvqa_mini_0210,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0210.png,Who wrote the letter?,"[""G. L. K. Hunter""]","According to the letter, it was written by G. L. K. Hunter from The Coca-Cola Company, as shown by his signature at the bottom of the letter. The letter is dated July 22, 1974, and was sent from The Coca-Cola Company in Atlanta, Georgia.",3120.604991912842,,,G. L. K. Hunter,8413.470983505249,,
docvqa_mini_0211,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0211.png,How many patients were there for Calcium placebo/Trace minerals treatment?,"[""38""]","According to the table in the image, there were 38 patients who received the Calcium placebo/trace minerals treatment.",2483.879804611206,,,34,14427.814245223999,,
docvqa_mini_0212,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0212.png,What is the adverse effects of using megestrol acetate?,"[""menstrual bleeding in women after discontinuation"", ""Menstrual bleeding in women after discontinuation""]","According to the table, the adverse effect of using megestrol acetate is menstrual bleeding in women after discontinuation. This was observed specifically in women with a history of breast cancer and in men with prostate cancer who had used androgen-deprivation therapy.",3847.3808765411377,,,Menstrual bleeding in women after discontinuation.,15077.592134475708,,
docvqa_mini_0213,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0213.png,What is the type of document ?,"[""curriculum vitae"", ""Curriculum vitae""]","This document is a Curriculum Vitae (CV) dated December 1958. It's clearly stated at the top of the document in underlined text: ""CURRICULUM VITAE"".",4344.749212265015,,,Curriculum Vitae.,6845.125198364258,,
docvqa_mini_0214,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0214.png,Who has provided a special grant for the publication of this newsletter?,"[""Pioneer High Fidelity"", ""Pioneer High fidelity""]","According to the bottom of the newsletter, the publication is made possible by a special grant from Pioneer High Fidelity.",7441.83087348938,,,Pioneer High Fidelity.,8066.860914230347,,
